time_s,measured_value
0.00988,0.5578
0.01976,0.5551
0.02963,0.5457
0.03951,0.5528
0.04939,0.5512
0.05927,0.5596
0.06915,0.5576
0.07903,0.5445
0.0889,0.5378
0.09878,0.5558
0.10866,0.5613
0.11854,0.5562
0.12843,0.5558
0.13833,0.5455
0.14823,0.5458
0.15812,0.5405
0.16802,0.5484
0.17792,0.5537
0.18782,0.562
0.19772,0.5662
0.20761,0.55
0.21751,0.5522
0.22741,0.5421
0.23731,0.536
0.24721,0.5438
0.25723,0.5579
0.26726,0.5602
0.27729,0.5513
0.28731,0.5593
0.29734,0.5604
0.30737,0.5567
0.31739,0.5556
0.32742,0.5522
0.33745,0.5563
0.34747,0.5563
0.3575,0.5539
0.36753,0.5534
0.37752,0.5534
0.38748,0.5553
0.39744,0.5637
0.4074,0.5577
0.41736,0.5582
0.42732,0.5606
0.43728,0.5662
0.44724,0.5598
0.4572,0.557
0.46716,0.5607
0.47712,0.5709
0.48708,0.5643
0.49705,0.567
0.50705,0.5519
0.51706,0.5575
0.52707,0.5652
0.53708,0.5627
0.54708,0.5632
0.55709,0.5567
0.5671,0.5628
0.57711,0.558
0.58711,0.5709
0.59712,0.5687
0.60713,0.5569
0.61714,0.5551
0.62714,0.5589
0.63713,0.5597
0.64713,0.5739
0.65713,0.5748
0.66712,0.5752
0.67712,0.5723
0.68711,0.5665
0.69711,0.566
0.7071,0.5605
0.7171,0.5542
0.72709,0.5659
0.73709,0.5645
0.74708,0.5665
0.75719,0.558
0.7673,0.5603
0.7774,0.5681
0.7875,0.5663
0.79761,0.5691
0.80771,0.5698
0.81781,0.5671
0.82792,0.5734
0.83802,0.5745
0.84813,0.5698
0.85823,0.5785
0.86833,0.564
0.87839,0.5493
0.88839,0.5516
0.8984,0.56
0.9084,0.5696
0.91841,0.57
0.92841,0.5672
0.93842,0.5797
0.94842,0.5655
0.95843,0.5583
0.96843,0.5596
0.97844,0.5661
0.98844,0.5627
0.99844,0.5594
1.00841,0.5763
1.01837,0.5686
1.02833,0.5749
1.03829,0.5738
1.04825,0.5633
1.0582,0.5613
1.06816,0.5526
1.07812,0.5548
1.08808,0.5629
1.09804,0.5646
1.108,0.5754
1.11796,0.5691
1.12797,0.5684
1.13803,0.5683
1.14808,0.562
1.15813,0.5594
1.16819,0.5546
1.17824,0.5562
1.1883,0.5639
1.19835,0.5568
1.20841,0.5556
1.21846,0.5641
1.22852,0.5683
1.23857,0.5652
1.24862,0.5792
1.25862,0.5695
1.26861,0.5726
1.27861,0.5602
1.2886,0.5661
1.2986,0.5779
1.30859,0.575
1.31858,0.5733
1.32858,0.5764
1.33857,0.5716
1.34857,0.5608
1.35856,0.554
1.36855,0.5609
1.37854,0.5608
1.38852,0.5667
1.3985,0.5564
1.40847,0.5565
1.41845,0.5571
1.42843,0.5616
1.4384,0.567
1.44838,0.5674
1.45836,0.5631
1.46833,0.5665
1.47831,0.5693
1.48829,0.5796
1.49827,0.5884
1.50823,0.5905
1.51819,0.5729
1.52814,0.5789
1.5381,0.5726
1.54806,0.5734
1.55802,0.5696
1.56798,0.5678
1.57794,0.5643
1.5879,0.5589
1.59785,0.5609
1.60781,0.5703
1.61777,0.5753
1.62777,0.577
1.6378,0.5778
1.64784,0.5633
1.65787,0.5638
1.6679,0.5626
1.67794,0.5618
1.68797,0.5664
1.698,0.565
1.70803,0.5602
1.71807,0.5687
1.7281,0.5585
1.73813,0.5634
1.74817,0.5689
1.75821,0.5623
1.76824,0.5733
1.77828,0.5704
1.78832,0.5739
1.79836,0.5703
1.8084,0.5756
1.81843,0.576
1.82847,0.5808
1.83851,0.5705
1.84855,0.5644
1.85858,0.5567
1.86862,0.5634
1.87864,0.5591
1.88864,0.555
1.89864,0.5588
1.90864,0.5545
1.91864,0.5584
1.92863,0.5521
1.93863,0.548
1.94863,0.5556
1.95863,0.5647
1.96863,0.5668
1.97863,0.5628
1.98863,0.5747
1.99862,0.5598
2.00863,0.5452
2.01863,0.5394
2.02863,0.5434
2.03863,0.5498
2.04862,0.5565
2.05862,0.5542
2.06862,0.5628
2.07862,0.5646
2.08862,0.5684
2.09862,0.5638
2.10862,0.5559
2.11862,0.5536
2.12864,0.5462
2.13865,0.5428
2.14865,0.543
2.15866,0.5502
2.16867,0.5477
2.17867,0.5623
2.18868,0.5544
2.19869,0.5373
2.20869,0.5267
2.2187,0.5289
2.2287,0.5209
2.23871,0.5323
2.24872,0.5409
2.25871,0.5481
2.2687,0.5375
2.27869,0.5294
2.28868,0.5252
2.29867,0.5303
2.30866,0.528
2.31865,0.5371
2.32865,0.5498
2.33864,0.5585
2.34863,0.5354
2.35862,0.5412
2.36861,0.5296
2.37861,0.5336
2.38861,0.5494
2.39862,0.5463
2.40862,0.548
2.41862,0.5378
2.42863,0.5245
2.43863,0.5189
2.44863,0.5299
2.45864,0.5437
2.46864,0.5432
2.47864,0.5623
2.48865,0.5642
2.49865,0.5539
2.50865,0.5501
2.51864,0.5409
2.52864,0.5414
2.53863,0.5436
2.54863,0.5475
2.55862,0.5424
2.56862,0.5338
2.57861,0.5498
2.58861,0.5511
2.5986,0.561
2.6086,0.5471
2.61859,0.5396
2.62862,0.5393
2.63863,0.5484
2.64864,0.5508
2.65865,0.5577
2.66866,0.5604
2.67867,0.56
2.68868,0.5613
2.69869,0.5524
2.7087,0.5643
2.71871,0.5581
2.72872,0.5604
2.73873,0.5504
2.74874,0.5642
2.75874,0.5769
2.76874,0.5873
2.77874,0.5834
2.78874,0.5633
2.79875,0.5622
2.80875,0.5669
2.81875,0.5655
2.82875,0.5676
2.83875,0.5707
2.84875,0.5765
2.85876,0.5943
2.86876,0.5966
2.87874,0.5851
2.88869,0.5861
2.89865,0.5735
2.9086,0.5644
2.91856,0.5582
2.92851,0.5747
2.93847,0.584
2.94842,0.5956
2.95837,0.5873
2.96833,0.5821
2.97828,0.5631
2.98824,0.5539
2.99819,0.556
3.00828,0.5633
3.01836,0.571
3.02844,0.5856
3.03852,0.5858
3.0486,0.5798
3.05868,0.5619
3.06876,0.5615
3.07884,0.5673
3.08892,0.5743
3.099,0.6074
3.10908,0.6181
3.11917,0.6151
3.1292,0.6107
3.13919,0.6158
3.14918,0.5989
3.15916,0.5804
3.16915,0.5578
3.17914,0.5429
3.18912,0.5473
3.19911,0.5507
3.2091,0.5532
3.21908,0.5562
3.22907,0.5658
3.23906,0.5925
3.24904,0.6099
3.25924,0.6172
3.26943,0.6256
3.27962,0.6278
3.28981,0.6342
3.30001,0.6331
3.3102,0.6116
3.32039,0.557
3.33058,0.5376
3.34078,0.5399
3.35097,0.5395
3.36116,0.5148
3.37135,0.5386
3.38137,0.5755
3.39121,0.5973
3.40106,0.6165
3.4109,0.6133
3.42074,0.5964
3.43058,0.577
3.44042,0.5658
3.45027,0.5725
3.46011,0.5877
3.46995,0.611
3.47979,0.6119
3.48964,0.6162
3.49948,0.6074
3.50948,0.599
3.51947,0.5761
3.52946,0.5685
3.53946,0.5718
3.54945,0.5766
3.55945,0.5716
3.56944,0.5716
3.57944,0.5796
3.58943,0.5849
3.59943,0.5853
3.60942,0.5996
